"","month","day","hour","temp","precip","num_rides"
"2378","04","10","01","00","11.83",11556
"2379","04","10","02","00","11.17",7443
"2380","04","10","03","00","11.00",5026
"2381","04","10","04","00","10.78",4122
"2382","04","10","05","00","10.40",4837
"2383","04","10","06","00","9.68",11862
"2384","04","10","07","00","9.23",19683
"2385","04","10","08","00","9.21",24233
"2386","04","10","09","00","9.89",23605
"2387","04","10","10","00","12.36",21293
"2388","04","10","11","00","15.06",21123
"2389","04","10","12","00","17.04",21722
"2390","04","10","13","00","18.22",20827
"2391","04","10","14","00","19.96",22553
"2392","04","10","15","00","20.12",20994
"2393","04","10","16","00","20.11",18412
"2394","04","10","17","00","19.92",22948
"2395","04","10","18","00","19.57",28056
"2396","04","10","19","00","18.79",29477
"2397","04","10","20","00","17.78",27393
"2398","04","10","21","00","16.28",26817
"2399","04","10","22","00","14.81",27564
"2400","04","10","23","00","13.76",27980
"2401","04","11","00","00","12.54",26130
"2402","04","11","01","00","12.40",22461
"2403","04","11","02","00","11.61",18762
"2404","04","11","03","00","11.22",13794
"2405","04","11","04","00","11.33",8824
"2406","04","11","05","00","11.45",4244
"2407","04","11","06","00","11.54",5437
"2408","04","11","07","00","11.22",7531
"2409","04","11","08","00","11.20",12001
"2410","04","11","09","00","11.96",16234
"2411","04","11","10","00","14.16",19443
"2412","04","11","11","00","13.85",21741
"2413","04","11","12","00","14.69",23158
"2414","04","11","13","00","16.66",23045
"2415","04","11","14","00","15.77",21834
"2416","04","11","15","00","16.58",21408
"2417","04","11","16","00","16.34",18866
"2418","04","11","17","00","16.27",21981
"2419","04","11","18","00","16.50",26848
"2420","04","11","19","00","15.94",27736
"2421","04","11","20","00","14.78",27028
"2422","04","11","21","00","13.52",27206
"2423","04","11","22","00","13.21",28388
"2424","04","11","23","00","11.74",29630
"2425","04","12","00","00","9.41",28093
"2426","04","12","01","00","9.64",24670
"2427","04","12","02","00","9.59",21538
"2428","04","12","03","00","9.48",16265
"2429","04","12","04","00","10.47",10044
"2430","04","12","05","00","10.76",4419
"2431","04","12","06","00","10.99",4670
"2432","04","12","07","00","10.94",6176
"2433","04","12","08","00","11.26",8789
"2434","04","12","09","00","11.48",13315
"2435","04","12","10","00","12.59",17365
"2436","04","12","11","00","13.93",20165
"2437","04","12","12","00","15.04",22211
"2438","04","12","13","00","16.04",21543
"2439","04","12","14","00","17.63",21508
"2440","04","12","15","00","18.42",20497
"2441","04","12","16","00","18.91",19270
"2442","04","12","17","00","18.86",20051
"2443","04","12","18","00","18.78",21065
"2444","04","12","19","00","18.52",20787
"2445","04","12","20","00","17.85",19523
"2446","04","12","21","00","16.69",16942
"2447","04","12","22","00","15.80",15638
"2448","04","12","23","00","15.18",12798
"2449","04","13","00","00","14.45",8939
"2450","04","13","01","00","13.42",5032
"2451","04","13","02","00","12.52",3276
"2452","04","13","03","00","11.52",2176
"2453","04","13","04","00","10.39",2554
"2454","04","13","05","00","9.24",4393
"2455","04","13","06","00","8.37",11529
"2456","04","13","07","00","8.14",19359
"2457","04","13","08","00","9.91",22282
"2458","04","13","09","00","11.61",20524
"2459","04","13","10","00","13.23",17959
"2460","04","13","11","00","15.12",17682
"2461","04","13","12","00","17.04",17989
"2462","04","13","13","00","18.77",17604
"2463","04","13","14","00","18.55",19570
"2464","04","13","15","00","19.36",19460
"2465","04","13","16","00","19.83",17745
"2466","04","13","17","00","19.89",20972
"2467","04","13","18","00","19.58",24845
"2468","04","13","19","00","19.22",24327
"2469","04","13","20","00","17.53",23562
"2470","04","13","21","00","16.11",22544
"2471","04","13","22","00","15.00",18809
"2472","04","13","23","00","13.75",14026
"2473","04","14","00","00","13.06",9471
"2474","04","14","01","00","12.37",5557
"2475","04","14","02","00","11.75",3332
"2476","04","14","03","00","11.25",2210
"2477","04","14","04","00","10.63",2136
"2478","04","14","05","00","9.92",3879
"2479","04","14","06","00","9.41",11557
"2480","04","14","07","00","9.17",21115
"2481","04","14","08","00","9.65",25030
"2482","04","14","09","00","10.67",22191
"2483","04","14","10","00","12.28",19850
"2484","04","14","11","00","14.15",19050
"2485","04","14","12","00","15.63",19571
"2486","04","14","13","00","17.02",19553
"2487","04","14","14","00","19.21",21285
"2488","04","14","15","00","19.88",20115
"2489","04","14","16","00","20.29",17813
"2490","04","14","17","00","20.55",22370
"2491","04","14","18","00","20.49",26915
"2492","04","14","19","00","20.01",26774
"2493","04","14","20","00","19.33",25940
"2494","04","14","21","00","18.54",25586
"2495","04","14","22","00","16.31",22718
"2496","04","14","23","00","14.03",17874
"2497","04","15","00","00","12.18",11467
"2498","04","15","01","00","10.97",7501
"2499","04","15","02","00","9.64",4340
"2500","04","15","03","00","9.15",2887
"2501","04","15","04","00","8.76",2624
"2502","04","15","05","00","9.00",4288
"2503","04","15","06","00","9.19",11832
"2504","04","15","07","00","9.53",21203
"2505","04","15","08","00","9.24",24341
"2506","04","15","09","00","10.97",22230
"2507","04","15","10","00","14.67",19893
"2508","04","15","11","00","17.04",19856
"2509","04","15","12","00","18.95",20534
"2510","04","15","13","00","20.60",20088
"2511","04","15","14","00","23.47",20899
"2512","04","15","15","00","24.02",20047
"2513","04","15","16","00","24.12",16611
"2514","04","15","17","00","23.91",21102
"2515","04","15","18","00","23.64",25454
"2516","04","15","19","00","23.00",27160
"2517","04","15","20","00","22.12",27315
"2518","04","15","21","00","21.10",28018
"2519","04","15","22","00","19.65",26040
"2520","04","15","23","00","18.04",21362
"2521","04","16","00","00","16.79",14068
"2522","04","16","01","00","15.87",8280
"2523","04","16","02","00","14.89",5162
"2524","04","16","03","00","14.88",3385
"2525","04","16","04","00","14.06",3160
"2526","04","16","05","00","13.09",4533
"2527","04","16","06","00","12.40",12281
"2528","04","16","07","00","11.00",21558
"2529","04","16","08","00","11.15",24631
"2530","04","16","09","00","13.11",22516
"2531","04","16","10","00","15.99",20394
"2532","04","16","11","00","17.95",20660
"2533","04","16","12","00","19.22",21333
"2534","04","16","13","00","20.45",20927
"2535","04","16","14","00","20.72",22567
"2536","04","16","15","00","21.21",20766
"2537","04","16","16","00","20.01",16766
"2538","04","16","17","00","18.34",21809
"2539","04","16","18","00","17.92",28205
"2540","04","16","19","00","17.26",29810
"2541","04","16","20","00","16.23",29417
"2542","04","16","21","00","15.37",28840
"2543","04","16","22","00","15.08",27212
"2544","04","16","23","00","13.95",23877
"2545","04","17","00","00","12.93",18512
"2546","04","17","01","00","12.26",11813
"2547","04","17","02","00","12.16",7836
"2548","04","17","03","00","12.35",5274
"2549","04","17","04","00","13.48",4243
"2550","04","17","05","00","13.25",5368
"2551","04","17","06","00","12.29",12200
"2552","04","17","07","00","12.56",20992
"2553","04","17","08","00","13.07",24934
"2554","04","17","09","00","14.85",23620
"2555","04","17","10","00","15.94",21389
"2556","04","17","11","00","16.41",21284
"2557","04","17","12","00","16.65",22066
"2558","04","17","13","00","16.72",21182
"2559","04","17","14","00","15.55",22563
"2560","04","17","15","00","15.30",20551
"2561","04","17","16","00","15.14",17035
"2562","04","17","17","00","14.96",21031
"2563","04","17","18","00","14.69",27133
"2564","04","17","19","00","14.29",29731
"2565","04","17","20","00","12.83",28260
"2566","04","17","21","00","11.58",26901
"2567","04","17","22","00","11.36",27437
"2568","04","17","23","00","10.60",27928
"2569","04","18","00","00","10.37",26100
"2570","04","18","01","00","10.08",22491
"2571","04","18","02","00","8.96",18220
"2572","04","18","03","00","8.90",13531
"2573","04","18","04","00","9.02",8827
"2574","04","18","05","00","8.47",4549
"2575","04","18","06","00","7.96",5799
"2576","04","18","07","00","7.52",8659
"2577","04","18","08","00","7.15",13202
"2578","04","18","09","00","8.30",18201
"2579","04","18","10","00","10.57",21041
"2580","04","18","11","00","10.91",23729
"2581","04","18","12","00","12.12",25510
"2582","04","18","13","00","12.01",25640
"2583","04","18","14","00","13.62",25326
"2584","04","18","15","00","13.96",24546
"2585","04","18","16","00","13.77",20762
"2586","04","18","17","00","13.66",24005
"2587","04","18","18","00","13.23",28676
"2588","04","18","19","00","12.73",29493
"2589","04","18","20","00","11.62",27870
"2590","04","18","21","00","9.57",27043
"2591","04","18","22","00","7.64",28617
"2592","04","18","23","00","6.09",29091
"2593","04","19","00","00","5.13",26876
"2594","04","19","01","00","4.75",24448
"2595","04","19","02","00","4.32",21466
"2596","04","19","03","00","3.56",16144
"2597","04","19","04","00","2.50",10456
"2598","04","19","05","00","2.03",4932
"2599","04","19","06","00","2.21",5191
"2600","04","19","07","00","1.97",7321
"2601","04","19","08","00","2.52",10113
"2602","04","19","09","00","6.13",15169
"2603","04","19","10","00","10.60",19673
"2604","04","19","11","00","11.88",22873
"2605","04","19","12","00","13.61",24004
"2606","04","19","13","00","15.01",23570
"2607","04","19","14","00","15.92",23907
"2608","04","19","15","00","16.85",23082
"2609","04","19","16","00","17.24",21704
"2610","04","19","17","00","17.44",22997
"2611","04","19","18","00","17.20",24377
"2612","04","19","19","00","16.61",22841
"2613","04","19","20","00","15.30",22045
"2614","04","19","21","00","13.15",20355
"2615","04","19","22","00","11.06",18148
"2616","04","19","23","00","9.03",14093
"2617","04","20","00","00","7.88",8815
"2618","04","20","01","00","6.56",5082
"2619","04","20","02","00","5.55",3302
"2620","04","20","03","00","4.93",2202
"2621","04","20","04","00","4.80",2519
"2622","04","20","05","00","4.99",4570
"2623","04","20","06","00","4.94",12353
"2624","04","20","07","00","4.95",21060
"2625","04","20","08","00","5.61",23756
"2626","04","20","09","00","7.19",23875
"2627","04","20","10","00","8.96",21855
"2628","04","20","11","00","10.88",19946
"2629","04","20","12","00","13.21",20300
"2630","04","20","13","00","14.80",18473
"2631","04","20","14","00","16.24",19715
"2632","04","20","15","00","17.42",19410
"2633","04","20","16","00","18.10",17443
"2634","04","20","17","00","18.48",21497
"2635","04","20","18","00","18.56",26157
"2636","04","20","19","00","18.06",24875
"2637","04","20","20","00","16.33",23538
"2638","04","20","21","00","14.31",22327
"2639","04","20","22","00","12.58",19381
"2640","04","20","23","00","10.36",14808
"2641","04","21","00","00","9.10",10418
"2642","04","21","01","00","8.80",6137
"2643","04","21","02","00","8.39",4595
"2644","04","21","03","00","7.84",2633
"2645","04","21","04","00","7.27",2357
"2646","04","21","05","00","6.66",4278
"2647","04","21","06","00","6.08",12178
"2648","04","21","07","00","5.85",21222
"2649","04","21","08","00","6.70",25424
"2650","04","21","09","00","8.06",23805
"2651","04","21","10","00","9.80",19948
"2652","04","21","11","00","12.28",20115
"2653","04","21","12","00","15.83",20496
"2654","04","21","13","00","18.53",19657
"2655","04","21","14","00","18.48",21313
"2656","04","21","15","00","20.14",20122
"2657","04","21","16","00","21.32",17383
"2658","04","21","17","00","21.56",21532
"2659","04","21","18","00","21.31",26923
"2660","04","21","19","00","20.40",27312
"2661","04","21","20","00","18.40",27224
"2662","04","21","21","00","15.63",26957
"2663","04","21","22","00","13.77",24922
"2664","04","21","23","00","12.90",19186
"2665","04","22","00","00","12.24",12399
"2666","04","22","01","00","11.51",7193
"2667","04","22","02","00","9.25",4566
"2668","04","22","03","00","7.77",2862
"2669","04","22","04","00","7.13",2683
"2670","04","22","05","00","7.09",4330
"2671","04","22","06","00","7.07",11980
"2672","04","22","07","00","7.14",21132
"2673","04","22","08","00","7.76",24449
"2674","04","22","09","00","9.61",22122
"2675","04","22","10","00","11.46",19854
"2676","04","22","11","00","13.47",20104
"2677","04","22","12","00","15.56",20514
"2678","04","22","13","00","17.17",20137
"2679","04","22","14","00","19.39",21742
"2680","04","22","15","00","20.02",22530
"2681","04","22","16","00","20.35",16192
"2682","04","22","17","00","20.21",21274
"2683","04","22","18","00","19.67",26720
"2684","04","22","19","00","18.35",26744
"2685","04","22","20","00","16.12",27548
"2686","04","22","21","00","13.74",27784
"2687","04","22","22","00","11.93",26336
"2688","04","22","23","00","10.58",21296
"2689","04","23","00","00","9.91",13662
"2690","04","23","01","00","9.24",8138
"2691","04","23","02","00","8.79",4959
"2692","04","23","03","00","7.48",3207
"2693","04","23","04","00","5.56",3061
"2694","04","23","05","00","4.85",4593
"2695","04","23","06","00","4.57",12616
"2696","04","23","07","00","4.83",22274
"2697","04","23","08","00","7.25",25277
"2698","04","23","09","00","9.21",23358
"2699","04","23","10","00","11.21",21304
"2700","04","23","11","00","13.06",21795
"2701","04","23","12","00","14.57",22571
"2702","04","23","13","00","15.88",21932
"2703","04","23","14","00","16.02",22845
"2704","04","23","15","00","16.95",21036
"2705","04","23","16","00","17.49",16723
"2706","04","23","17","00","17.63",21744
"2707","04","23","18","00","17.26",27993
"2708","04","23","19","00","16.52",30325
"2709","04","23","20","00","15.10",30076
"2710","04","23","21","00","13.16",29861
"2711","04","23","22","00","11.61",28449
"2712","04","23","23","00","10.85",25687
"2713","04","24","00","00","11.20",18830
"2714","04","24","01","00","7.81",11748
"2715","04","24","02","00","7.35",7850
"2716","04","24","03","00","7.02",5249
"2717","04","24","04","00","6.72",4231
"2718","04","24","05","00","6.69",4947
"2719","04","24","06","00","6.29",12315
"2720","04","24","07","00","5.35",21527
"2721","04","24","08","00","7.16",24851
"2722","04","24","09","00","9.82",23069
"2723","04","24","10","00","12.79",21511
"2724","04","24","11","00","14.95",21926
"2725","04","24","12","00","16.94",22028
"2726","04","24","13","00","18.53",20741
"2727","04","24","14","00","19.72",22247
"2728","04","24","15","00","20.28",19917
"2729","04","24","16","00","20.51",16256
"2730","04","24","17","00","20.55",20553
"2731","04","24","18","00","20.44",26070
"2732","04","24","19","00","19.87",29270
"2733","04","24","20","00","19.06",29965
"2734","04","24","21","00","18.06",29350
"2735","04","24","22","00","17.14",30270
"2736","04","24","23","00","15.82",29347
"2737","04","25","00","00","14.18",26312
"2738","04","25","01","00","13.39",21901
"2739","04","25","02","00","12.61",17887
"2740","04","25","03","00","11.67",13593
"2741","04","25","04","00","11.25",8834
"2742","04","25","05","00","11.60",4729
"2743","04","25","06","00","10.53",5610
"2744","04","25","07","00","9.92",8471
"2745","04","25","08","00","11.52",13498
"2746","04","25","09","00","13.22",18469
"2747","04","25","10","00","13.81",21184
"2748","04","25","11","00","16.78",23598
"2749","04","25","12","00","19.05",24423
"2750","04","25","13","00","18.82",23697
"2751","04","25","14","00","16.81",22801
"2752","04","25","15","00","16.68",22539
"2753","04","25","16","00","16.28",19493
"2754","04","25","17","00","15.71",22622
"2755","04","25","18","00","15.60",27679
"2756","04","25","19","00","17.09",29578
"2757","04","25","20","00","15.50",28040
"2758","04","25","21","00","14.67",27051
"2759","04","25","22","00","13.76",28462
"2760","04","25","23","00","13.26",29003
"2761","04","26","00","00","13.07",26998
"2762","04","26","01","00","13.13",24304
"2763","04","26","02","00","12.60",21315
"2764","04","26","03","00","11.81",16191
"2765","04","26","04","00","11.23",10342
"2766","04","26","05","00","11.56",4687
"2767","04","26","06","00","11.99",4878
"2768","04","26","07","00","11.29",7136
"2769","04","26","08","00","12.35",9977
"2770","04","26","09","00","13.96",14536
"2771","04","26","10","00","15.18",18350
"2772","04","26","11","00","15.43",21198
"2773","04","26","12","00","15.93",22632
"2774","04","26","13","00","15.48",22645
"2775","04","26","14","00","18.03",22791
"2776","04","26","15","00","18.33",21796
"2777","04","26","16","00","18.14",19978
"2778","04","26","17","00","17.69",22077
"2779","04","26","18","00","16.88",22332
"2780","04","26","19","00","16.29",20848
"2781","04","26","20","00","15.98",20227
"2782","04","26","21","00","15.72",18920
"2783","04","26","22","00","15.08",16958
"2784","04","26","23","00","14.45",13492
"2785","04","27","00","00","14.20",8386
"2786","04","27","01","00","13.85",4855
"2787","04","27","02","00","14.04",3182
"2788","04","27","03","00","13.69",2347
"2789","04","27","04","00","12.76",2639
"2790","04","27","05","00","12.34",4601
"2791","04","27","06","00","11.45",11572
"2792","04","27","07","00","11.53",20058
"2793","04","27","08","00","12.99",23180
"2794","04","27","09","00","14.36",21324
"2795","04","27","10","00","13.98",18627
"2796","04","27","11","00","14.37",18287
"2797","04","27","12","00","15.28",18877
"2798","04","27","13","00","16.77",18793
"2799","04","27","14","00","14.94",20598
"2800","04","27","15","00","16.48",19872
"2801","04","27","16","00","17.37",17970
"2802","04","27","17","00","16.17",21675
"2803","04","27","18","00","16.13",25902
"2804","04","27","19","00","15.38",25673
"2805","04","27","20","00","14.38",24525
"2806","04","27","21","00","13.64",24292
"2807","04","27","22","00","13.28",21291
"2808","04","27","23","00","12.70",15000
"2809","04","28","00","00","11.10",9465
"2810","04","28","01","00","10.03",5693
"2811","04","28","02","00","9.24",3544
"2812","04","28","03","00","8.83",2260
"2813","04","28","04","00","8.68",2268
"2814","04","28","05","00","8.42",4194
"2815","04","28","06","00","8.18",11464
"2816","04","28","07","00","8.37",20525
"2817","04","28","08","00","8.85",23676
"2818","04","28","09","00","9.39",21961
"2819","04","28","10","00","9.83",19291
"2820","04","28","11","00","10.43",19288
"2821","04","28","12","00","10.97",19786
"2822","04","28","13","00","11.27",19141
"2823","04","28","14","00","11.79",20875
"2824","04","28","15","00","12.30",19922
"2825","04","28","16","00","12.76",17289
"2826","04","28","17","00","13.64",21535
"2827","04","28","18","00","13.55",26676
"2828","04","28","19","00","12.55",26357
"2829","04","28","20","00","11.90",26464
"2830","04","28","21","00","11.16",26871
"2831","04","28","22","00","9.88",24521
"2832","04","28","23","00","8.36",18705
"2833","04","29","00","00","7.31",11799
"2834","04","29","01","00","6.74",7000
"2835","04","29","02","00","6.50",4342
"2836","04","29","03","00","6.03",2928
"2837","04","29","04","00","5.11",2717
"2838","04","29","05","00","4.66",4409
"2839","04","29","06","00","4.24",11715
"2840","04","29","07","00","4.21",20886
"2841","04","29","08","00","5.69",24241
"2842","04","29","09","00","8.05",22292
"2843","04","29","10","00","11.09",19919
"2844","04","29","11","00","12.31",19799
"2845","04","29","12","00","13.65",20390
"2846","04","29","13","00","14.84",20058
"2847","04","29","14","00","15.81",20998
"2848","04","29","15","00","16.59",20090
"2849","04","29","16","00","17.09",15736
"2850","04","29","17","00","17.27",19807
"2851","04","29","18","00","17.06",24931
"2852","04","29","19","00","16.41",27756
"2853","04","29","20","00","15.52",28629
"2854","04","29","21","00","14.51",28354
"2855","04","29","22","00","13.94",27008
"2856","04","29","23","00","13.19",21703
"2857","04","30","00","00","12.11",14643
"2858","04","30","01","00","11.23",8569
"2859","04","30","02","00","10.24",5136
"2860","04","30","03","00","9.59",3363
"2861","04","30","04","00","9.12",3179
"2862","04","30","05","00","8.86",4636
"2863","04","30","06","00","8.82",12555
"2864","04","30","07","00","8.74",21516
"2865","04","30","08","00","10.30",24344
"2866","04","30","09","00","12.00",22223
"2867","04","30","10","00","12.96",20284
"2868","04","30","11","00","13.70",19994
"2869","04","30","12","00","14.37",20801
"2870","04","30","13","00","15.06",20316
"2871","04","30","14","00","15.30",21350
"2872","04","30","15","00","15.36",19597
"2873","04","30","16","00","15.03",15769
"2874","04","30","17","00","15.27",20833
"2875","04","30","18","00","15.43",27288
"2876","04","30","19","00","15.14",29606
"2877","04","30","20","00","14.51",29200
"2878","04","30","21","00","13.69",29381
"2879","04","30","22","00","12.86",27691
"2880","04","30","23","00","11.71",23858
"2881","05","01","00","00","10.73",18232
"2882","05","01","01","00","10.34",12043
"2883","05","01","02","00","10.28",7816
"2884","05","01","03","00","10.23",5325
"2885","05","01","04","00","9.67",4379
"2886","05","01","05","00","9.36",4880
"2887","05","01","06","00","9.19",11616
"2888","05","01","07","00","9.19",20690
"2889","05","01","08","00","8.92",23970
"2890","05","01","09","00","8.08",22105
"2891","05","01","10","00","7.52",20056
"2892","05","01","11","00","7.80",20740
"2893","05","01","12","00","8.10",20958
"2894","05","01","13","00","8.79",19958
"2895","05","01","14","00","14.73",22281
"2896","05","01","15","00","15.19",19590
"2897","05","01","16","00","15.22",16544
"2898","05","01","17","00","15.44",20890
"2899","05","01","18","00","15.30",26798
"2900","05","01","19","00","14.87",30003
"2901","05","01","20","00","14.72",28533
"2902","05","01","21","00","14.39",27912
"2903","05","01","22","00","14.46",28612
"2904","05","01","23","00","13.95",27616
"2905","05","02","00","00","13.98",25471
"2906","05","02","01","00","10.68",22072
"2907","05","02","02","00","8.94",17716
"2908","05","02","03","00","9.15",12783
"2909","05","02","04","00","9.09",8161
"2910","05","02","05","00","9.10",4182
"2911","05","02","06","00","8.98",5546
"2912","05","02","07","00","9.04",8214
"2913","05","02","08","00","9.69",13189
"2914","05","02","09","00","9.91",17763
"2915","05","02","10","00","10.61",20801
"2916","05","02","11","00","11.25",23500
"2917","05","02","12","00","12.99",24865
"2918","05","02","13","00","13.95",24378
"2919","05","02","14","00","15.16",24336
"2920","05","02","15","00","15.76",24923
"2921","05","02","16","00","16.89",21847
"2922","05","02","17","00","17.17",25136
"2923","05","02","18","00","16.89",29708
"2924","05","02","19","00","16.68",32435
"2925","05","02","20","00","16.24",30338
"2926","05","02","21","00","14.84",30626
"2927","05","02","22","00","14.08",31566
"2928","05","02","23","00","13.56",28063
"2929","05","03","00","00","12.05",25318
"2930","05","03","01","00","12.05",31475
"2931","05","03","02","00","12.75",21918
"2932","05","03","03","00","13.51",15846
"2933","05","03","04","00","13.16",9942
"2934","05","03","05","00","13.79",4630
"2935","05","03","06","00","14.79",4832
"2936","05","03","07","00","15.07",6732
"2937","05","03","08","00","15.25",9776
"2938","05","03","09","00","14.88",13242
"2939","05","03","10","00","15.56",17408
"2940","05","03","11","00","18.08",20707
"2941","05","03","12","00","19.20",22453
"2942","05","03","13","00","19.71",23310
"2943","05","03","14","00","18.75",23250
"2944","05","03","15","00","21.46",22483
"2945","05","03","16","00","22.28",21349
"2946","05","03","17","00","22.23",22799
"2947","05","03","18","00","20.73",23865
"2948","05","03","19","00","19.69",22211
"2949","05","03","20","00","19.32",20805
"2950","05","03","21","00","18.56",19269
"2951","05","03","22","00","17.03",17253
"2952","05","03","23","00","15.72",13916
"2953","05","04","00","00","15.88",8856
"2954","05","04","01","00","15.99",5197
"2955","05","04","02","00","16.45",3343
"2956","05","04","03","00","16.26",2332
"2957","05","04","04","00","16.23",2654
"2958","05","04","05","00","15.99",4584
"2959","05","04","06","00","15.37",11507
"2960","05","04","07","00","15.13",19653
"2961","05","04","08","00","14.71",22167
"2962","05","04","09","00","16.16",20788
"2963","05","04","10","00","17.37",18437
"2964","05","04","11","00","17.02",18361
"2965","05","04","12","00","16.84",19044
"2966","05","04","13","00","17.11",19141
"2967","05","04","14","00","22.02",20816
"2968","05","04","15","00","22.48",19997
"2969","05","04","16","00","22.36",17253
"2970","05","04","17","00","22.33",20849
"2971","05","04","18","00","22.28",26043
"2972","05","04","19","00","22.40",24883
"2973","05","04","20","00","21.73",23726
"2974","05","04","21","00","20.06",23846
"2975","05","04","22","00","18.81",20960
"2976","05","04","23","00","18.15",15829
"2977","05","05","00","00","17.82",10413
"2978","05","05","01","00","17.48",6292
"2979","05","05","02","00","15.16",4042
"2980","05","05","03","00","14.73",2474
"2981","05","05","04","00","15.13",2487
"2982","05","05","05","00","16.81",4194
"2983","05","05","06","00","20.06",11618
"2984","05","05","07","00","19.73",20667
"2985","05","05","08","00","20.22",23882
"2986","05","05","09","00","22.86",22612
"2987","05","05","10","00","22.73",20182
"2988","05","05","11","00","23.37",20233
"2989","05","05","12","00","24.11",20685
"2990","05","05","13","00","22.05",20410
"2991","05","05","14","00","22.44",21902
"2992","05","05","15","00","21.13",20840
"2993","05","05","16","00","20.93",17615
"2994","05","05","17","00","20.35",22484
"2995","05","05","18","00","20.31",27383
"2996","05","05","19","00","19.31",27691
"2997","05","05","20","00","18.43",27791
"2998","05","05","21","00","17.40",27879
"2999","05","05","22","00","16.56",26833
"3000","05","05","23","00","15.79",21843
"3001","05","06","00","00","14.67",15119
"3002","05","06","01","00","13.87",9090
"3003","05","06","02","00","13.61",5626
"3004","05","06","03","00","12.97",3767
"3005","05","06","04","00","12.18",3089
"3006","05","06","05","00","12.07",4612
"3007","05","06","06","00","11.76",12530
"3008","05","06","07","00","12.15",23159
"3009","05","06","08","00","13.39",25729
"3010","05","06","09","00","14.38",24077
"3011","05","06","10","00","15.46",21235
"3012","05","06","11","00","16.27",20585
"3013","05","06","12","00","16.96",21026
"3014","05","06","13","00","16.49",20636
"3015","05","06","14","00","17.96",21661
"3016","05","06","15","00","17.68",20062
"3017","05","06","16","00","18.26",16573
"3018","05","06","17","00","17.67",21038
"3019","05","06","18","00","18.04",26673
"3020","05","06","19","00","17.34",27728
"3021","05","06","20","00","16.12",27047
"3022","05","06","21","00","14.30",27568
"3023","05","06","22","00","13.07",25804
"3024","05","06","23","00","11.70",20514
"3025","05","07","00","00","10.87",13739
"3026","05","07","01","00","10.22",8123
"3027","05","07","02","00","9.52",5113
"3028","05","07","03","00","9.54",3216
"3029","05","07","04","00","10.01",2921
"3030","05","07","05","00","9.99",4731
"3031","05","07","06","00","9.97",12132
"3032","05","07","07","00","10.28",21556
"3033","05","07","08","00","10.85",23980
"3034","05","07","09","00","11.25",21843
"3035","05","07","10","00","11.54",20334
"3036","05","07","11","00","12.16",20434
"3037","05","07","12","00","13.11",21074
"3038","05","07","13","00","14.13",20759
"3039","05","07","14","00","16.31",21498
"3040","05","07","15","00","16.99",19346
"3041","05","07","16","00","16.86",15774
"3042","05","07","17","00","16.85",20207
"3043","05","07","18","00","17.14",26261
"3044","05","07","19","00","17.06",28376
"3045","05","07","20","00","16.67",28776
"3046","05","07","21","00","16.16",29352
"3047","05","07","22","00","15.63",27925
"3048","05","07","23","00","14.60",24752
"3049","05","08","00","00","13.50",18474
"3050","05","08","01","00","12.94",11967
"3051","05","08","02","00","12.36",7599
"3052","05","08","03","00","11.96",5058
"3053","05","08","04","00","11.44",4262
"3054","05","08","05","00","10.95",4873
"3055","05","08","06","00","10.12",11713
"3056","05","08","07","00","10.01",20543
"3057","05","08","08","00","10.84",23010
"3058","05","08","09","00","13.97",21157
"3059","05","08","10","00","16.83",19727
"3060","05","08","11","00","19.09",20084
"3061","05","08","12","00","20.77",21037
"3062","05","08","13","00","21.18",20200
"3063","05","08","14","00","22.57",21674
"3064","05","08","15","00","23.19",19183
"3065","05","08","16","00","23.55",15591
"3066","05","08","17","00","23.16",19700
"3067","05","08","18","00","22.42",25808
"3068","05","08","19","00","20.84",28510
"3069","05","08","20","00","19.76",26828
"3070","05","08","21","00","18.53",26711
"3071","05","08","22","00","15.36",28049
"3072","05","08","23","00","15.76",27251
"3073","05","09","00","00","14.48",24812
"3074","05","09","01","00","13.92",21747
"3075","05","09","02","00","13.96",17552
"3076","05","09","03","00","14.20",12864
"3077","05","09","04","00","13.82",8256
"3078","05","09","05","00","13.29",4267
"3079","05","09","06","00","13.22",5269
"3080","05","09","07","00","13.80",7776
"3081","05","09","08","00","14.57",12590
"3082","05","09","09","00","15.03",17977
"3083","05","09","10","00","16.42",21372
"3084","05","09","11","00","17.70",23450
"3085","05","09","12","00","18.56",24756
"3086","05","09","13","00","18.85",24158
"3087","05","09","14","00","17.37",22652
"3088","05","09","15","00","18.91",22484
"3089","05","09","16","00","19.29",20283
"3090","05","09","17","00","19.43",23376
"3091","05","09","18","00","19.29",26418
"3092","05","09","19","00","18.77",27768
"3093","05","09","20","00","17.78",24089
"3094","05","09","21","00","16.02",23269
"3095","05","09","22","00","14.75",25679
"3096","05","09","23","00","13.35",26153
"3097","05","10","00","00","12.13",23944
"3098","05","10","01","00","11.39",20603
"3099","05","10","02","00","11.09",17121
"3100","05","10","03","00","11.19",13023
"3101","05","10","04","00","10.15",8317
"3102","05","10","05","00","9.43",4048
"3103","05","10","06","00","9.63",4534
"3104","05","10","07","00","11.15",6315
"3105","05","10","08","00","12.00",9178
"3106","05","10","09","00","13.37",14157
"3107","05","10","10","00","15.44",19247
"3108","05","10","11","00","16.91",21986
"3109","05","10","12","00","18.07",22749
"3110","05","10","13","00","19.14",22509
"3111","05","10","14","00","20.65",22735
"3112","05","10","15","00","21.31",21028
